name,email,contact_form_url,rating,reviews_count,location,country,website_url,profile_url,services,source,category,sub_category,min_project,hourly_rate,employees,team_size,tagline,scraped_at
GIGA IT,webmaster@grupo-giga.com,,4.6,8.0,,,https://grupo-giga.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/giga-it,"15% IT Staff Augmentation, 25% Custom Software Development, 20% AI Development+2 services, 20% Mobile App Development, 20% Web Development",Clutch.co,"Development,IT Services",".NET,Java,IT Staff Augmentation",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:09:12
FlairsTech,info@flairstech.com,,4.6,8.0,"Montréal, Canada",Canada,https://flairstech.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/flairstech,"20% IT Managed Services, 15% Application Management & Support, 15% Call Center Services+4 services, 15% Custom Software Development, 15% Customer Service Outsourcing, 10% Enterprise App Modernization, 10% Finance & Accounting Outsourcing (FAO)",Clutch.co,"Development,IT Services","Java,All IT Services,Managed IT (MSP)",,< $25 / hr,"1,000 - 9,999",,,2026-02-21 01:09:22
Specbee,info@specbee.com,,4.6,8.0,"Atlanta, GA",United States,https://www.specbee.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-developers-php,https://clutch.co/profile/specbee,"60% Web Development, 15% Search Engine Optimization, 15% Web Design+1, 10% AI Consulting, 60% PHP, 20% JavaScript, 10% Java+1, 10% SQL",Clutch.co,"Development,Marketing","Java,PHP,Full-Service Digital",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:09:22
MobileFirst Applications,Unreachable,,4.6,8.0,"Ahmedabad, India",India,https://clutch.co/profile/mobilefirst-applications?verified=true#reviews,https://clutch.co/profile/mobilefirst-applications,"15% Blockchain, 30% Mobile App Development, 25% AI Development+3 services, 10% Custom Software Development, 10% IT Staff Augmentation, 10% Web Development",Clutch.co,Development,Blockchain,,$25 - $49 / hr,50 - 249,,,2026-02-21 01:18:11
Massive Insights Inc.,info@massiveinsights.com,,4.6,8.0,"Toronto, Canada",Canada,http://massiveinsights.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-email,https://clutch.co/profile/massive-insights,"10% Email Marketing, 10% AI Agents, 10% AI Consulting+7 services, 10% BI & Big Data Consulting & SI, 10% CRM Consulting and SI, 10% Cloud Consulting & SI, 10% Conversion Optimization, 10% Generative AI, 10% IT Staff Augmentation, 10% Performance Marketing",Clutch.co,"IT Services,Marketing","All IT Services,IT Staff Augmentation,Digital Marketing,Email Marketing",,,10 - 49,,,2026-02-21 01:22:43
PCH Technologies,info@pchtechnologies.com,,4.6,8.0,"Pennsauken, NJ",United States,https://pchtechnologies.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/pch-technologies,"20% Cybersecurity, 70% IT Managed Services, 10% Cloud Consulting & SI",Clutch.co,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:23:46
AssureSoft,info@assuresoft.com,,4.6,8.0,"Cochabamba, Bolivia",Bolivia,https://www.assuresoft.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/assuresoft,"10% UX/UI Design, 15% IT Staff Augmentation, 10% Application Testing+10 services, 10% Cloud Consulting & SI, 10% DevOps Managed Services, 10% Mobile App Development, 5% AI Development, 5% API Development, 5% BI & Big Data Consulting & SI, 5% IT Managed Services, 5% IT Strategy Consulting, 5% Web Design, 5% Web Development",Clutch.co,"Design,IT Services","UI/UX Design,All IT Services,IT Staff Augmentation",,,250 - 999,,,2026-02-21 01:28:45
Global BrainForce,info@globalbrainforce.com,,4.6,7.0,"Makati, Philippines",Philippines,https://www.globalbrainforce.com/agile-development-solutions/?utm_source=clutch&utm_medium=landingpage,https://clutch.co/profile/global-brainforce,"10% Web Development, 50% IT Staff Augmentation, 10% Application Management & Support+3 services, 10% Custom Software Development, 10% Enterprise App Modernization, 10% IoT Development",Clutch.co,"Development,IT Services",".NET,Custom Software Development,Java,PHP,Python & Django,Web Development,IT Staff Augmentation",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:01:12
White Widget,hey@whitewidget.com,,4.6,7.0,"Quezon City, Philippines",Philippines,https://whitewidget.com,https://clutch.co/profile/white-widget,"15% Web Development, 20% AI Development, 20% Mobile App Development+3, 15% Custom Software Development, 15% Microservices Architecture Services, 15% UX/UI Design, 17% WordPress CMS, 33% Netlify, 33% Sanity CMS+1, 17% Adobe Experience Manager CMS",Clutch.co,"Design,Development","UI/UX Design,Custom Software Development,Flutter,Python & Django,WordPress",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:07:14
"Ecreative (Ecreativeworks, Inc.)",Unreachable,https://www.ecreativeworks.com/contact-us,4.6,7.0,"St. Louis Park, MN",United States,https://www.ecreativeworks.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/ecreative-ecreativeworks,"10% Web Design, 45% Search Engine Optimization, 35% Web Development+1 service, 10% Pay Per Click",Clutch.co,"Design,Marketing","Web Design,Digital Marketing,Full-Service Digital,PPC",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:30:20
Newrise Technosys Pvt. Ltd.,info@nrt.co.in,,4.6,6.0,"Bhopal, India",India,https://www.nrt.co.in/?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-developers,https://clutch.co/profile/newrise-technosys-0,"15% Web Development, 15% Custom Software Development, 15% Mobile App Development+7 services, 10% API Development, 10% Pay Per Click, 10% Search Engine Optimization, 10% Video Marketing, 5% Application Testing, 5% E-Commerce Development, 5% Video Production",Clutch.co,"Development,Marketing","App Development,Custom Software Development,Web Development,Digital Marketing,PPC",,< $25 / hr,10 - 49,,,2026-02-21 01:01:12
Molly Duggan Associates,Unreachable,,4.6,5.0,"San Francisco, CA",United States,https://mollyduggan.com,https://clutch.co/profile/molly-duggan-associates,"25% Web Development, 25% AI Development, 25% Branding+1, 25% Marketing Strategy, 50% WordPress CMS, 50% Drupal CMS",Clutch.co,Development,"PHP,WordPress",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:11:37
Watermelon Tecnologia,contato@watermelontecnologia.com,,4.6,4.0,"Porto, Portugal",Portugal,https://www.watermelontecnologia.com/en/home-en/,https://clutch.co/profile/watermelon-tecnologia,"10% Web Design, 25% Mobile App Development, 15% IT Managed Services+5 services, 10% AI Development, 10% API Development, 10% Custom Software Development, 10% IT Staff Augmentation, 10% Search Engine Optimization",Clutch.co,"Design,Development,IT Services,Marketing","Web Design,Custom Software Development,Java,All IT Services,IT Staff Augmentation,Managed IT (MSP),Digital Marketing,Full-Service Digital",,< $25 / hr,50 - 249,,,2026-02-21 01:09:02
Ideal It Techno Pvt. Ltd.,contact@idealittechno.com,,4.6,4.0,"Indore, India",India,https://idealittechno.com/contact_us.html,https://clutch.co/profile/ideal-it-techno,"10% Custom Software Development, 15% AI Agents, 15% AI Development+6 services, 10% AI Consulting, 10% Application Management & Support, 10% Generative AI, 10% Mobile App Development, 10% UX/UI Design, 10% Web Development",Clutch.co,"Design,Development","UI/UX Design,Custom Software Development,Flutter,PHP,WordPress",,< $25 / hr,50 - 249,,,2026-02-21 01:11:28
AROBS,office@ucms.ro,,4.6,4.0,"Cluj-Napoca, Romania",Romania,https://arobs.com/,https://clutch.co/profile/arobs,"10% Cybersecurity, 20% Custom Software Development, 10% AI Agents+11 services, 10% Enterprise App Modernization, 5% Application Testing, 5% BI & Big Data Consulting & SI, 5% Cloud Consulting & SI, 5% DevOps Managed Services, 5% IT Strategy Consulting, 5% IoT Development, 5% Low/No Code Development, 5% Microservices Architecture Services, 5% Other Application Development, 5% Robotics Process Automation",Clutch.co,"Development,IT Services",".NET,All IT Services,Cybersecurity",,$25 - $49 / hr,"1,000 - 9,999",,,2026-02-21 01:13:02
Game-Ace,contact@game-ace.com,,4.6,4.0,"Limassol, Cyprus",Cyprus,https://clutch.co/profile/game-ace?verified=true#reviews,https://clutch.co/profile/game-ace,"25% AR/VR Development, 25% Mobile App Development, 25% Other Application Development+2 services, 15% IT Staff Augmentation, 10% Web Design",Clutch.co,Development,AR/VR,,$25 - $49 / hr,50 - 249,,,2026-02-21 01:20:30
ISOutsource,hello@isoutsource.com,,4.6,4.0,"Bothell, WA",United States,https://www.isoutsource.com/contact-us/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/isoutsource,"10% IT Staff Augmentation, 40% IT Managed Services, 15% Cybersecurity+3 services, 15% IT Strategy Consulting, 10% Application Management & Support, 10% Cloud Consulting & SI",Clutch.co,IT Services,"All IT Services,Cybersecurity,IT Staff Augmentation,Managed IT (MSP)",,$150 - $199 / hr,50 - 249,,,2026-02-21 01:23:46
StudioHawk SEO Agency,contact@studiohawk.com.au,,4.6,4.0,"Prahran, Australia",Australia,https://studiohawk.com.au/,https://clutch.co/profile/studiohawk-seo-agency,"20% Content Marketing, 70% Search Engine Optimization, 5% Conversion Optimization+1 service, 5% Public Relations",Clutch.co,Marketing,"Content Marketing,Digital Marketing",,$150 - $199 / hr,50 - 249,,,2026-02-21 01:32:18
Apptunix,sales@apptunix.com,,4.5,88.0,"Sahibzada Ajit Singh Nagar, India",India,https://www.apptunix.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/apptunix,"18.6/20 Reviews, 9.4/10 Clients & Experience, 9.8/10 Market Presence, 25% Custom Software Development40% Flutter, 40% Flutter, 10% Web Development, 30% Mobile App Development, 35% Other",Clutch.co,"Development,IT Services","App Development,Custom Software Development,Flutter,PHP,Web Development,IT Staff Augmentation",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:00:03
SemNexus,Unreachable,,4.5,68.0,"New York, NY",United States,https://semnexus.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,https://clutch.co/profile/semnexus,"35% Mobile App Development, 65% Mobile & App Marketing",Clutch.co,"Development,Marketing","App Development,Digital Marketing",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:03:41
Mira Commerce,hello@miracommerce.com,,4.5,14.0,"Walnut Creek, CA",United States,https://www.miracommerce.com,https://clutch.co/profile/mira-commerce,"50% E-Commerce Development, 20% Search Engine Optimization, 15% UX/UI Design+1 service, 15% Web Development",Clutch.co,"Design,Development,Marketing","UI/UX Design,E-Commerce Development,Java,Python & Django,WordPress,Digital Marketing,Full-Service Digital",,$150 - $199 / hr,50 - 249,,,2026-02-21 01:05:27
Quintagroup,info@quintagroup.com,,4.5,14.0,"Tallinn, Estonia",Estonia,https://quintagroup.com/,https://clutch.co/profile/quintagroup,"14.6/20 Reviews, 8.6/10 Clients & Experience, 5.8/10 Market Presence, 100% Web Development, 100% Web Development",Clutch.co,Development,Python & Django,,$25 - $49 / hr,50 - 249,,,2026-02-21 01:06:38
MyWork,contact@mywork.com.au,,4.5,12.0,"Daisy Hill, Australia",Australia,https://mywork.com.au?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/mywork-0,"15% Web Development, 25% Web Design, 15% Pay Per Click+4 services, 15% UX/UI Design, 10% Content Marketing, 10% Search Engine Optimization, 10% Social Media Marketing",Clutch.co,"Design,Development,Marketing","Design Agencies,UI/UX Design,Web Design,PHP,Web Development,WordPress,Content Marketing,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing",,$200 - $300 / hr,10 - 49,,,2026-02-21 01:10:58
Global Response,recruiting@globalresponse.com,,4.5,9.0,"Margate, FL",United States,https://www.globalresponse.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/global-response,"15% IT Managed Services, 50% Customer Service Outsourcing, 20% Call Center Services+1 service, 15% Back Office Outsourcing",Clutch.co,IT Services,Managed IT (MSP),,,"1,000 - 9,999",,,2026-02-21 01:25:42
Voolkia,Unreachable,https://www.voolkia.com/contacto,4.5,5.0,"Buenos Aires, Argentina",Argentina,https://www.voolkia.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/voolkia,"25% Staffing, 25% IT Staff Augmentation, 20% Custom Software Development+2 services, 15% AI Consulting, 15% AI Development",Clutch.co,"Business Services,IT Services","HR Services,Staffing,IT Staff Augmentation",,$50 - $99 / hr,250 - 999,,,2026-02-21 01:28:34
Attrecto Next Tech Digital Solutions,Unreachable,,4.5,4.0,"Győr, Hungary",Hungary,http://www.attrecto.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/attrecto-next-tech-digital-solutions,"15% Custom Software Development, 15% IT Staff Augmentation, 10% AI Consulting+6 services, 10% AI Development, 10% Digital Strategy, 10% IT Strategy Consulting, 10% Mobile App Development, 10% UX/UI Design, 10% Web Development",Clutch.co,"Design,Development,IT Services","Design Agencies,UI/UX Design,.NET,App Development,Custom Software Development,Java,PHP,Web Development,All IT Services,IT Staff Augmentation",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:00:52
Nordic Web Team,sales@nordicwebteam.com,,4.5,3.0,"Stockholm, Sweden",Sweden,https://nordicwebteam.com/,https://clutch.co/profile/nordic-web-team-0,"15% Web Design, 50% E-Commerce Development, 20% Web Development+1 service, 15% UX/UI Design",Clutch.co,"Design,Development","UI/UX Design,Web Design,E-Commerce Development,PHP",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:05:17
Brand Poets,hello@brandpoets.com,,4.5,3.0,"Palmetto Bay, FL",United States,https://brandpoets.com/,https://clutch.co/profile/brand-poets,"10% Web Development, 35% Branding, 35% Marketing Strategy+2, 10% Advertising, 10% Business Consulting, 85% WordPress CMS, 15% Adobe Experience Manager CMS",Clutch.co,"Business Services,Development","Consulting,Small Business Consulting,PHP,Python & Django,WordPress",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:07:46
Gridware,info@gridware.com.au,,4.5,3.0,"Sydney, Australia",Australia,https://www.gridware.com.au/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/gridware,100% Cybersecurity,Clutch.co,IT Services,"All IT Services,Cybersecurity",,$300+ / hr,10 - 49,,,2026-02-21 01:26:19
Push Interactions,hello@yoursite.com,,4.5,2.0,"Saskatoon, Canada",Canada,https://pushinteractions.com/,https://clutch.co/profile/push-interactions,"20% UX/UI Design, 45% Mobile App Development, 25% Custom Software Development+1 service, 10% AI Development",Clutch.co,"Design,Development","UI/UX Design,App Development",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:03:13
CSP Solutions,sales@cspsolutions.com,,4.5,2.0,"Dubai, United Arab Emirates",United Arab Emirates,https://www.cspsolutions.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/csp-solutions,"30% AI Development, 20% Generative AI, 10% AR/VR Development+4 services, 10% Custom Software Development, 10% IT Managed Services, 10% Low/No Code Development, 10% Other",Clutch.co,"Development,IT Services",".NET,AR/VR,Java,All IT Services,Managed IT (MSP)",,$50 - $99 / hr,"10,000+",,,2026-02-21 01:09:22
Baseflow,hello@baseflow.com,,4.5,2.0,"Enschede, Netherlands",Netherlands,https://www.baseflow.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/baseflow-0,"60% Custom Software Development, 20% Other IT Consulting and SI, 10% Corporate Training & Coaching+1 service, 10% IT Strategy Consulting",Clutch.co,"Development,IT Services",".NET,Flutter,Java,All IT Services",,$150 - $199 / hr,50 - 249,,,2026-02-21 01:09:31
CiELO Technologies,Unreachable,,4.5,2.0,"Mumbai, India",India,https://clutch.co/profile/cielo-technologies?verified=true#reviews,https://clutch.co/profile/cielo-technologies,"80% Cybersecurity, 20% Cloud Consulting & SI",Clutch.co,IT Services,Cybersecurity,,< $25 / hr,2 - 9,,,2026-02-21 01:27:26
MCK Agency,contacto@mck.agency,,4.5,2.0,"Ciudad de México, Mexico",Mexico,http://www.mck.agency?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/mck-agency,"10% UX/UI Design, 20% Conversion Optimization, 15% Digital Strategy+8 services, 10% Pay Per Click, 10% Search Engine Optimization, 10% Web Design, 5% Architectural Design, 5% Content Marketing, 5% Email Marketing, 5% Social Media Marketing, 5% Video Production",Clutch.co,"Design,Marketing","UI/UX Design,Full-Service Digital,PPC",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:30:50
